id	part	cd_inducer_diameter_a	cd_inducer_diameter_a_tol	cd_exducer_diameter_b	cd_exducer_diameter_b_tol	cd_rotation	cd_overall_height_c	cd_tip_height_d	cd_tip_height_d_tol	cd_platform_height_e	cd_extended_tips	cd_platform_diameter_f	cd_platform_diameter_f_tol	cd_threaded_bore	cd_boreless	cd_thread_callout	cd_thread_hand	cd_max_bore_diameter	cd_min_bore_diameter	cd_nose_diameter_g	cd_foot_diameter_h	cd_flatback_superback	cd_blade_height	cd_blade_count	cd_weight	cd_platform_thickness	cd_platform_thickness_tol	cd_tip_location	cd_tip_location_tol	cd_diagram_	cd_platform_height_tol
1	3-A-0277	1.829	0.002	2.366	0.005	20336	1.26	0.236	0.004	0.147	0	2.366	0.005	0	0	20411	20401	0.2502	0.2498	NULL	0.787	20368	0.9	6	56.2	0.039	0.002	0.383	0.002	1	0.002
2	3-A-0278	1.595	0.002	2.366	0.005	20336	1.26	0.203	0.004	0.147	0	2.366	0.005	0	0	20411	20401	0.2502	0.2498	0.60	0.787	20368	0.9	6	53.0	0.039	0.002	0.350	0.002	1	0.002
3	3-A-0279	1.756	0.002	2.366	0.005	20336	1.26	0.240	0.004	0.146	0	2.366	0.005	0	0	20411	20401	0.2502	0.2498	NULL	0.787	20368	0.9	6	53.0	0.039	0.002	0.386	0.002	1	0.002
4	3-A-0280	NULL	0.002	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	0.002	NULL	NULL	NULL	0.002
5	3-A-0281	1.485	0.002	2.366	0.005	20336	1.26	0.173	0.004	0.147	0	2.366	0.005	0	0	20411	20401	0.2502	0.2498	0.60	0.790	20368	0.9	6	55.3	0.039	0.002	0.320	0.002	1	0.002
6	3-A-0283	1.674	0.002	2.366	0.005	20336	1.26	0.197	0.004	0.147	0	2.366	0.005	0	0	20411	20401	0.2502	0.2498	0.60	0.787	20368	0.9	6	54.2	0.039	0.002	0.344	0.002	1	0.002
7	3-A-0760	1.921	0.002	2.713	0.005	20336	1.26	0.221	0.004	0.146	0	2.713	0.005	0	0	20411	20401	0.2502	0.2498	NULL	0.596	20368	1.1	7	87.3	0.042	0.002	0.367	0.002	1	0.002
8	3-A-1053	1.566	0.002	2.025	0.005	20336	0.97	0.249	0.004	0.095	0	2.025	0.005	0	0	20411	20401	0.2365	0.2362	0.52	0.560	20368	0.7	6	35.0	0.039	0.002	0.344	0.002	1	0.002
9	3-A-1075	1.267	0.002	1.891	0.005	20336	0.97	0.171	0.004	0.097	0	1.891	0.005	0	0	20411	20401	0.2365	0.2362	0.46	0.550	20368	0.7	6	30.0	0.039	0.002	0.268	0.002	1	0.002
10	3-A-1077	1.333	0.002	1.891	0.005	20336	0.97	0.189	0.004	0.097	0	1.891	0.005	0	0	20411	20401	0.2365	0.2362	0.46	0.550	20368	0.7	6	26.0	0.039	0.002	0.286	0.002	1	0.002
11	3-A-1079	1.465	0.002	1.890	0.005	20336	0.97	0.221	0.004	0.096	0	1.890	0.005	0	0	20411	20401	0.2366	0.2362	NULL	0.550	20368	NULL	6	26.0	0.039	0.002	0.317	0.002	1	0.002
12	3-A-1204	2.106	0.002	2.713	0.005	20336	1.26	0.252	0.004	0.153	0	2.713	0.005	0	0	20411	20401	0.2503	0.2499	0.64	0.550	20368	1.1	7	86.4	0.035	0.002	0.405	0.002	1	0.002
13	3-A-1336	1.502	0.002	2.025	0.005	20336	0.97	0.237	0.004	0.095	0	2.025	0.005	0	0	20411	20401	0.2365	0.2362	0.50	0.560	20368	0.7	6	35.0	0.037	0.002	0.332	0.002	1	0.002
14	3-A-1463	1.402	0.002	1.890	0.005	20336	0.97	0.208	0.004	0.094	0	1.890	0.005	0	0	20411	20401	0.2365	0.2362	0.46	0.560	20368	0.7	6	26.0	0.037	0.002	0.302	0.002	1	0.002
15	3-A-1876	1.429	0.002	2.024	0.005	20336	0.97	0.216	0.004	0.096	0	2.024	0.005	0	0	20411	20401	0.2365	0.2362	NULL	0.550	20368	0.7	6	35.0	0.035	0.002	0.312	0.002	1	0.002
16	3-A-2177	1.296	0.002	1.732	0.005	20336	0.80	0.164	0.004	0.000	0	1.732	0.005	0	0	20411	20401	0.2005	0.2001	0.41	-99.000	20369	0.6	6	18.7	0.036	0.002	0.164	0.002	1	0.002
17	3-A-2178	1.366	0.002	1.932	0.005	20336	0.88	0.208	0.004	0.097	0	1.932	0.005	0	0	20411	20401	0.2005	0.2001	NULL	0.370	20368	0.8	6	27.0	0.037	0.002	0.305	0.002	1	0.002
18	3-A-2179	1.250	0.002	1.730	0.005	20336	0.89	0.167	0.004	0.093	0	1.730	0.005	0	0	20411	20401	0.2002	0.1998	0.40	0.360	20368	0.7	6	22.0	0.040	0.002	0.260	0.002	1	0.002
19	3-A-2180	1.300	0.002	1.732	0.005	20336	0.88	0.186	0.004	0.086	0	1.732	0.005	0	0	20411	20401	0.2005	0.2001	NULL	0.370	20368	0.7	6	21.0	0.037	0.002	0.272	0.002	1	0.002
20	3-A-2181	1.294	0.002	1.732	0.005	20336	0.88	0.178	0.004	0.093	0	1.732	0.005	0	0	20411	20401	0.2005	0.2001	0.41	0.370	20368	0.7	6	22.0	0.040	0.002	0.271	0.002	1	0.002
21	3-A-2182	NULL	0.002	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	0.002	NULL	NULL	NULL	NULL
22	3-A-2183	1.284	0.002	1.732	0.005	20336	0.89	0.176	0.004	0.093	0	1.732	0.005	0	0	20411	20401	0.2005	0.2001	0.41	0.380	20368	0.7	6	22.0	0.040	0.002	0.269	0.002	1	0.002
23	3-A-2223	1.430	0.002	2.025	0.005	NULL	0.97	0.219	0.004	0.094	0	2.025	0.005	0	0	20411	20401	0.2366	0.2362	NULL	0.550	20368	0.7	NULL	33.0	0.032	0.002	0.313	0.002	1	0.002
24	3-A-2316	1.648	0.002	2.128	0.005	20336	0.96	0.230	0.004	0.095	0	2.128	0.005	0	0	20411	20401	0.2365	0.2362	0.48	0.570	20368	0.8	5	35.0	0.036	0.002	0.325	0.002	1	0.002
25	3-A-2340	1.502	0.002	2.112	0.005	20336	0.96	0.227	0.004	0.095	0	2.112	0.005	0	0	20411	20401	0.2365	0.2362	0.48	0.570	20368	0.8	5	34.1	0.040	0.002	0.322	0.002	1	0.002
26	3-A-2355	1.522	0.002	2.054	0.005	20336	0.97	0.227	0.004	0.095	0	2.054	0.005	0	0	20411	20401	0.2365	0.2362	0.52	0.570	20368	0.7	6	35.0	0.037	0.002	0.322	0.002	1	0.002
27	3-A-2567	1.657	0.002	2.142	0.005	20336	0.97	0.210	0.004	0.093	0	2.142	0.005	0	0	20411	20401	0.2365	0.2362	NULL	0.560	20368	NULL	6	46.0	0.038	0.002	0.303	0.002	1	0.002
28	3-A-3020	1.640	0.002	2.240	0.005	20336	0.90	0.225	0.004	0.000	0	2.240	0.005	0	0	20411	20401	0.1972	0.1969	NULL	-99.000	20369	0.8	6	NULL	0.039	0.002	0.225	0.002	1	0.002
29	3-A-3162	2.994	0.002	4.250	0.005	20336	1.75	0.332	0.004	0.021	0	4.250	0.005	0	0	20411	20401	0.3744	0.3741	0.96	0.895	20370	1.5	8	292.0	0.066	0.002	0.353	0.002	1	0.002
30	3-A-3169	3.050	0.002	4.250	0.005	20336	1.75	0.417	0.004	0.021	0	4.250	0.005	0	0	20411	20401	0.3744	0.3741	0.96	0.895	20370	1.5	8	297.0	0.066	0.002	0.438	0.002	1	0.002
31	3-A-3170	3.358	0.002	4.250	0.005	20336	1.75	0.509	0.004	0.021	0	4.250	0.005	0	0	20411	20401	0.3744	0.3741	0.96	0.910	20370	1.5	8	306.0	0.066	0.002	0.530	0.002	1	0.002
32	3-A-3171	2.992	0.002	4.250	0.005	20336	2.03	0.321	0.004	0.315	0	4.250	0.005	0	0	20411	20401	0.3744	0.3741	0.96	1.000	20368	NULL	6	299.0	0.050	0.002	0.636	0.002	1	0.002
33	3-A-3172	3.360	0.002	4.250	0.005	20336	2.03	0.451	0.004	0.315	0	4.250	0.005	0	0	20411	20401	0.3744	0.3741	0.96	1.000	20368	NULL	6	311.0	0.050	0.002	0.766	0.002	1	0.002
34	3-A-3173	2.858	0.002	4.250	0.005	20336	2.03	0.352	0.004	0.315	0	4.250	0.005	0	0	20411	20401	0.3744	0.3741	0.96	1.000	20368	NULL	NULL	NULL	0.050	0.002	0.667	0.002	1	0.002
35	3-A-3206	1.692	0.002	2.025	0.005	20336	1.01	0.235	0.004	0.088	0	2.025	0.005	0	0	20411	20401	0.2365	0.2362	0.60	0.570	20368	0.8	6	45.0	0.041	0.002	0.323	0.002	1	0.002
36	3-A-3222	1.503	0.002	2.115	0.005	20336	0.96	0.174	0.004	0.092	0	2.115	0.005	0	0	20411	20401	0.2365	0.2362	0.52	0.570	20368	0.8	5	33.0	0.036	0.002	0.266	0.002	1	0.002
37	3-A-3251	1.673	0.002	2.366	0.005	20336	0.97	0.204	0.004	0.090	0	2.366	0.005	0	0	20411	20401	0.2365	0.2362	0.61	0.790	20368	0.9	NULL	NULL	0.039	0.002	0.294	0.002	1	0.002
38	3-A-3267	1.300	0.002	1.929	0.005	20336	0.88	0.157	0.004	0.093	0	1.929	0.005	0	0	20411	20401	0.2005	0.2001	0.47	0.360	20368	0.7	6	29.1	0.037	0.002	0.250	0.002	1	0.002
39	3-A-3269	1.520	0.002	2.047	0.005	20336	1.03	0.200	0.004	0.093	0	2.047	0.005	0	0	20411	20401	0.2005	0.2001	NULL	0.560	20368	NULL	6	35.0	0.036	0.002	0.293	0.002	1	0.002
40	3-A-3270	1.448	0.002	2.047	0.005	20336	1.03	0.185	0.004	0.093	0	2.047	0.005	0	0	20411	20401	0.2005	0.2001	NULL	0.560	20368	NULL	6	33.0	0.036	0.002	0.278	0.002	1	0.002
41	3-A-3271	1.365	0.002	1.929	0.005	20336	0.98	0.176	0.004	0.093	0	1.929	0.005	0	0	20411	20401	0.2005	0.2001	NULL	0.360	20368	NULL	6	27.0	0.037	0.002	0.269	0.002	1	0.002
42	3-A-3272	1.488	0.002	1.929	0.005	20336	0.98	0.168	0.004	0.093	0	1.929	0.005	0	0	20411	20401	0.2005	0.2001	NULL	0.360	20368	NULL	6	27.0	0.037	0.002	0.261	0.002	1	0.002
43	3-A-3274	1.636	0.002	2.205	0.005	20336	1.15	0.209	0.004	0.093	0	2.205	0.005	0	0	20411	20401	0.2005	0.2001	NULL	0.560	20368	NULL	6	42.0	0.036	0.002	0.302	0.002	1	0.002
44	3-A-3276	1.365	0.002	1.929	0.005	20336	0.98	0.144	0.004	0.093	0	1.929	0.005	0	0	20411	20401	0.2005	0.2001	NULL	0.360	20368	0.8	6	27.0	0.037	0.002	0.237	0.002	1	0.002
45	3-A-3278	1.560	0.002	2.205	0.005	20336	1.03	0.160	0.004	0.093	0	1.560	0.005	0	0	20411	20401	0.2366	0.2366	0.54	0.560	20368	NULL	6	39.5	0.036	0.002	0.253	0.002	1	0.002
46	3-A-3323	1.488	0.002	1.929	0.005	20336	0.98	0.199	0.004	0.093	0	1.929	0.005	0	0	20411	20401	0.2005	0.2001	NULL	0.360	20368	NULL	6	28.7	0.037	0.002	0.292	0.002	1	0.002
47	3-A-3339	2.850	0.002	4.028	0.005	20336	1.97	0.318	0.004	0.324	0	4.028	0.005	0	0	20411	20401	0.3744	0.3741	NULL	0.787	20368	1.8	6	280.0	0.042	0.002	0.642	0.002	1	0.002
48	3-A-3340	3.016	0.002	4.028	0.005	20336	1.97	0.352	0.004	0.324	0	4.028	0.005	0	0	20411	20401	0.3744	0.3741	0.96	0.787	20368	1.8	6	NULL	0.042	0.002	0.676	0.002	1	0.002
49	3-A-3351	1.448	0.002	2.047	0.005	NULL	1.03	NULL	NULL	NULL	NULL	NULL	0.005	NULL	NULL	20411	20401	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	0.002	NULL	NULL	1	0.002
50	3-A-3352	1.432	0.002	1.929	0.005	20336	0.98	0.191	0.004	0.093	0	1.929	0.005	0	0	20411	20401	0.2005	0.2001	NULL	0.360	20368	NULL	6	27.0	0.037	0.002	0.284	0.002	1	0.002
51	3-A-3441	1.588	0.002	2.142	0.005	20336	0.97	0.193	0.004	0.094	0	2.142	0.005	0	0	20411	20401	0.2365	0.2362	0.61	0.560	20368	0.8	6	NULL	0.034	0.002	0.287	0.002	1	0.002
52	3-A-3469	1.829	0.002	2.366	0.005	20336	0.97	0.242	0.004	0.090	0	2.366	0.005	0	0	20411	20401	0.2365	0.2362	0.61	0.787	20368	0.9	6	48.0	0.040	0.002	0.332	0.002	1	0.002
53	3-A-3524	1.858	0.002	2.366	0.005	20336	0.97	0.211	0.004	0.090	0	2.366	0.005	0	0	20411	20401	0.2365	0.2362	NULL	0.787	20368	0.9	6	52.0	0.040	0.002	0.301	0.002	1	0.002
54	3-A-3694	1.560	0.002	2.205	0.005	20336	1.22	0.170	0.004	0.145	0	2.205	0.005	0	0	20411	20401	0.2005	0.2001	0.51	0.560	20368	1.0	6	45.9	0.047	0.002	0.315	0.002	1	0.002
55	3-A-3704	1.583	0.002	2.047	0.005	20336	1.03	0.210	0.004	0.093	0	2.047	0.005	0	0	20411	20401	0.2005	0.2001	NULL	0.560	20368	NULL	6	33.0	0.036	0.002	0.303	0.002	1	0.002
56	3-A-3814	3.142	0.002	4.252	0.005	20336	2.03	0.354	0.004	0.315	0	4.252	0.005	0	0	20411	20401	0.3744	0.3741	0.96	1.000	20368	NULL	6	308.9	0.050	0.002	0.669	0.002	NULL	0.002
57	3-A-3815	3.209	0.002	4.252	0.005	20336	2.03	0.349	0.004	0.315	0	4.252	0.005	0	0	20411	20401	0.3744	0.3741	0.96	1.000	20368	NULL	6	283.0	0.050	0.002	0.664	0.002	NULL	0.002
58	3-A-3827	1.429	0.002	1.929	0.005	20336	0.98	0.159	0.004	0.089	0	1.929	0.005	0	0	20411	20401	0.2005	0.2001	NULL	0.360	20368	0.8	6	27.0	0.037	0.002	0.248	0.002	NULL	0.002
59	3-A-3828	NULL	0.002	NULL	0.005	NULL	NULL	0.211	0.004	0.038	NULL	NULL	0.005	NULL	NULL	20411	20401	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	0.002	0.249	0.002	NULL	0.002
60	3-A-3904	2.122	0.002	2.996	0.005	20336	1.48	0.229	0.004	0.196	0	2.996	0.005	0	0	20411	20401	0.2501	0.2498	0.75	0.560	20368	1.2	6	101.1	0.042	0.002	0.425	0.002	NULL	0.002
61	3-A-3929	1.365	0.002	1.929	0.005	NULL	0.98	NULL	NULL	NULL	NULL	NULL	0.005	NULL	NULL	20411	20401	NULL	NULL	NULL	0.360	20368	NULL	6	28.5	0.037	0.002	NULL	NULL	NULL	0.002
62	3-A-3932	1.448	0.002	2.047	0.005	20336	1.03	0.151	0.004	0.093	0	2.047	0.005	0	0	20411	20401	0.2005	0.2001	0.50	0.560	20368	0.9	6	33.0	0.037	0.002	0.244	0.002	NULL	0.002
63	3-A-3933	1.636	0.002	2.205	0.005	20336	1.15	0.172	0.004	0.093	0	2.205	0.005	0	0	20411	20401	0.2005	0.2001	NULL	0.560	20368	NULL	6	42.0	0.036	0.002	0.265	0.002	NULL	0.002
64	3-A-3936	1.560	0.002	2.205	0.005	20336	1.15	0.201	0.004	0.093	0	2.205	0.005	0	0	20411	20401	0.2005	0.2001	0.51	0.560	20368	0.9	6	41.0	0.037	0.002	0.294	0.002	NULL	0.002
65	3-A-3937	1.590	0.002	2.205	0.005	20336	1.22	0.220	0.004	0.145	0	2.205	0.005	0	0	20411	20401	0.2005	0.2001	0.51	0.560	20368	0.9	6	45.0	0.047	0.002	0.365	0.002	NULL	0.002
66	3-A-3990	1.522	0.002	2.054	0.005	20336	1.02	0.187	0.004	0.093	0	2.054	0.005	0	0	20411	20401	0.2365	0.2362	0.52	0.564	20368	0.8	6	34.0	0.037	0.002	0.280	0.002	NULL	0.002
67	3-A-3991	1.635	0.002	2.205	0.005	NULL	1.22	0.183	0.004	0.145	NULL	NULL	0.005	NULL	NULL	20411	20401	NULL	NULL	NULL	0.560	20368	NULL	6	45.0	0.050	0.002	0.328	0.002	NULL	0.002
68	3-A-3996	1.751	0.002	2.342	0.005	NULL	1.28	0.232	0.004	0.147	NULL	NULL	0.005	NULL	NULL	20411	20401	NULL	NULL	NULL	0.560	20368	NULL	6	56.0	0.045	0.002	0.379	0.002	1	0.002
69	3-A-3997	1.294	0.002	1.929	0.005	NULL	0.98	0.133	0.004	0.093	NULL	NULL	0.005	NULL	NULL	20411	20401	NULL	NULL	NULL	0.360	20368	NULL	6	27.0	0.037	0.002	0.226	0.002	NULL	0.002
70	3-A-4008	1.756	0.002	2.366	0.005	NULL	1.28	0.190	0.004	0.147	NULL	NULL	0.005	NULL	NULL	20411	20401	NULL	NULL	NULL	0.560	20368	NULL	6	57.0	0.045	0.002	0.337	0.002	NULL	0.002
71	3-A-4305	1.342	0.002	1.812	0.005	NULL	0.93	0.170	0.004	0.093	NULL	NULL	0.005	NULL	NULL	20411	20401	NULL	NULL	NULL	0.360	20368	NULL	6	27.3	0.037	0.002	0.263	0.002	NULL	0.002
72	3-A-4396	1.224	0.002	1.732	0.005	NULL	0.95	0.142	0.004	0.126	NULL	NULL	0.005	NULL	NULL	20411	20401	NULL	NULL	NULL	0.559	20368	NULL	6	22.1	0.031	0.002	0.268	0.002	NULL	0.002
73	3-A-4400	1.343	0.002	1.811	0.005	NULL	0.93	NULL	NULL	NULL	NULL	NULL	0.005	NULL	NULL	20411	20401	NULL	NULL	NULL	0.358	20368	NULL	6	27.2	0.037	0.002	NULL	NULL	NULL	0.002
74	3-A-4402	1.429	0.002	1.929	0.005	20336	0.98	0.195	0.002	0.093	0	1.929	0.005	0	0	20411	20401	0.2003	0.1999	0.48	0.358	20368	0.7	6	29.2	0.040	0.002	0.287	0.002	NULL	0.002
75	3-A-4410	1.295	0.002	1.928	0.005	NULL	0.98	NULL	NULL	NULL	NULL	NULL	0.005	NULL	NULL	20411	20401	NULL	NULL	NULL	0.351	20368	NULL	6	28.7	0.040	0.002	NULL	NULL	NULL	0.002
76	3-A-4414	1.446	0.002	2.045	0.005	NULL	1.03	0.180	0.004	0.094	NULL	NULL	0.005	NULL	NULL	20411	20401	NULL	NULL	NULL	0.564	20368	NULL	6	35.2	0.040	0.002	0.274	0.002	NULL	0.002
77	3-A-4418	1.521	0.002	2.051	0.005	NULL	1.03	0.202	0.004	0.094	NULL	NULL	0.005	NULL	NULL	20411	20401	NULL	NULL	NULL	0.558	20368	NULL	6	34.1	0.040	0.002	0.296	0.002	NULL	0.002
78	3-A-4422	1.278	0.002	1.811	0.005	NULL	0.93	0.131	0.004	0.115	NULL	NULL	0.005	NULL	NULL	20411	20401	NULL	NULL	NULL	0.361	20368	NULL	6	23.9	0.040	0.002	0.246	0.002	NULL	0.002
79	3-A-4567	1.635	0.002	2.205	0.005	NULL	1.22	0.192	0.004	0.157	NULL	NULL	0.005	NULL	NULL	20411	20401	NULL	NULL	NULL	0.559	20368	NULL	6	45.0	0.047	0.002	0.349	0.002	NULL	0.002
80	3-A-4568	1.499	0.002	1.929	0.005	NULL	1.04	0.170	0.004	0.151	NULL	NULL	0.005	NULL	NULL	20411	20401	NULL	NULL	NULL	0.558	20368	NULL	6	31.3	0.043	0.002	0.321	0.002	NULL	0.002
81	3-A-4569	1.432	0.002	1.929	0.005	NULL	1.04	0.174	0.004	0.156	NULL	NULL	0.005	NULL	NULL	20411	20401	NULL	NULL	NULL	0.557	20368	NULL	6	31.6	0.045	0.002	0.330	0.002	NULL	0.002
82	3-A-4570	1.522	0.002	2.049	0.005	NULL	1.07	0.179	0.004	0.153	NULL	NULL	0.005	NULL	NULL	20411	20401	NULL	NULL	NULL	0.560	20368	NULL	6	33.7	0.045	0.002	0.332	0.002	NULL	0.002
83	3-A-4571	1.429	0.002	1.929	0.005	20336	1.04	0.158	0.004	0.153	0	1.929	0.005	0	0	20411	20401	0.2005	0.2001	0.46	0.560	20368	0.9	5	31.1	0.045	0.002	0.311	0.002	NULL	0.002
84	3-A-4572	1.365	0.002	1.929	0.005	NULL	1.04	0.149	0.004	0.153	NULL	NULL	0.005	NULL	NULL	20411	20401	NULL	NULL	NULL	0.558	20368	NULL	5	30.6	0.040	0.002	0.302	0.002	NULL	0.002
85	3-A-4573	1.282	0.002	1.805	0.005	NULL	1.00	0.152	0.004	0.152	NULL	NULL	0.005	NULL	NULL	20411	20401	NULL	NULL	NULL	0.554	20368	NULL	6	23.8	0.045	0.002	0.304	0.002	NULL	0.002
86	3-A-4574	1.519	0.002	2.049	0.005	NULL	1.06	0.163	0.004	0.156	NULL	NULL	0.005	NULL	NULL	20411	20401	NULL	NULL	NULL	0.559	20368	NULL	5	36.2	0.042	0.002	0.319	0.002	NULL	0.002
87	3-A-4575	1.518	0.002	2.049	0.005	NULL	1.03	0.165	0.004	0.090	NULL	NULL	0.005	NULL	NULL	20411	20401	NULL	NULL	NULL	0.556	20368	NULL	6	32.1	0.045	0.002	0.255	0.002	NULL	0.002
88	3-A-4576	2.357	0.002	3.150	0.005	NULL	1.84	0.311	0.004	0.196	NULL	NULL	0.005	NULL	NULL	20411	20401	NULL	NULL	NULL	0.579	20368	NULL	9	124.8	0.038	0.002	0.507	0.002	NULL	0.002
89	3-A-4577	2.358	0.002	3.150	0.005	NULL	1.84	0.301	0.004	0.198	NULL	NULL	0.005	NULL	NULL	20411	20401	NULL	NULL	NULL	0.574	20368	NULL	5	121.6	0.045	0.002	0.499	0.002	NULL	0.002
90	3-A-4870	NULL	0.002	NULL	0.005	NULL	NULL	NULL	NULL	NULL	NULL	NULL	0.005	NULL	NULL	20411	20401	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	0.002	NULL	NULL	NULL	0.002
91	3-A-4899	1.584	0.002	2.125	0.005	NULL	0.96	0.190	0.004	0.092	NULL	NULL	0.005	NULL	NULL	20411	20401	NULL	NULL	NULL	0.562	20368	NULL	5	33.8	0.045	0.002	0.282	0.002	NULL	0.002
92	3-A-4900	1.287	0.002	1.732	0.005	NULL	1.12	0.174	0.004	0.092	NULL	NULL	0.005	NULL	NULL	20411	20401	NULL	NULL	NULL	0.360	20368	NULL	6	23.5	0.040	0.002	0.266	0.002	NULL	0.002
93	3-A-4901	1.224	0.002	1.732	0.005	NULL	0.89	0.166	0.004	0.089	NULL	NULL	0.005	NULL	NULL	20411	20401	NULL	NULL	NULL	0.356	20368	NULL	6	20.7	0.037	0.002	0.255	0.002	NULL	0.002
